#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:HBV">
#                    <trait id="dateTrait.t:HBV" spec="beast.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">100.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ucldStdevPrior.c:HBV" name="distribution">
#            <parameter id="ucldStdev.c:HBV" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:HBV" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:HBV" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HBV">
#                <LogNormal S="@ucldStdev.c:HBV" id="LogNormalDistributionModel.c:HBV" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.5" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="32" id="rateCategories.c:HBV" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:HBV" name="clock.rate">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
43000	-12485.62210217084	-12295.644812242015	-189.97728992882608	-12295.644812242015	2956.9898230376175	2.767099417271175	1476.0973298537272	-160.4644360062297	0.43159953693083014	2.5015891449677802E-5	9.476131066507345E-11	0.3616906152029623	0.24666792540988258	0.255455435971213	0.22075905325495923	0.2771175853639452
44000	-12480.857991078146	-12288.623589837365	-192.23440124078058	-12288.623589837365	3192.8151167084543	2.767099417271175	1529.160813393334	-162.36745717548615	0.3753681034744653	2.3386208468967216E-5	9.786623135451265E-11	0.38216995372608153	0.24666792540988258	0.255455435971213	0.22075905325495923	0.2771175853639452
45000	-12491.15066398644	-12297.823320343789	-193.32734364265207	-12297.823320343789	3413.899219211016	2.767099417271175	1936.1340866278597	-159.09293323169595	0.39216038855713875	2.178669129484024E-5	7.196582654876463E-11	0.35511948029627755	0.24666792540988258	0.25480577092594126	0.22140871830023096	0.2771175853639452
46000	-12487.575955680117	-12294.31343862219	-193.262517057927	-12294.31343862219	3533.1963453021567	2.767099417271175	1955.4346870874049	-159.02992187819484	0.33940879678534874	2.117161819657149E-5	5.8190217133781824E-11	0.3381396724331709	0.24666792540988258	0.25480577092594126	0.22140871830023096	0.2771175853639452
47000	-12481.830926836945	-12285.152632097872	-196.67829473907275	-12285.152632097872	3610.426798854272	2.767099417271175	2028.687399490312	-161.45182083381698	0.3975247373953549	2.0987208284514626E-5	8.469980626424107E-11	0.41770303797153907	0.24666792540988258	0.2590220305790659	0.22618588679809667	0.2681241572129549
48000	-12496.739564137933	-12300.50784063396	-196.23172350397405	-12300.50784063396	3621.9296163743247	2.767099417271175	2261.0923553763387	-158.6210348855046	0.38508539447753143	2.208431224432158E-5	7.998290566340935E-11	0.3792557719042238	0.24666792540988258	0.2614593410036267	0.22374857637353585	0.2681241572129549
49000	-12487.574293684456	-12291.480362336082	-196.09393134837345	-12291.480362336082	3653.4562797155886	2.767099417271175	2477.300135615305	-156.45403982382754	0.3280164720623983	2.1576197264865112E-5	5.224379616616798E-11	0.31860568746319157	0.24666792540988258	0.2614593410036267	0.21704661308021614	0.27482612050627464
50000	-12486.729836621096	-12289.12759963831	-197.6022369827862	-12289.12759963831	3236.2481528215058	2.767099417271175	2398.797696228478	-158.79818488312418	0.3233204501217235	2.2239372158038163E-5	3.66080072345135E-11	0.2668203236455546	0.24142815833958733	0.2614593410036267	0.21704661308021614	0.28006588757656986
51000	-12487.032234197424	-12289.687353581992	-197.34488061543118	-12289.687353581992	2907.371013656216	2.767099417271175	2205.13254246341	-160.8078645716594	0.2643678373061307	2.224517030607108E-5	2.337520603937011E-11	0.21756584125425374	0.24142815833958733	0.2614593410036267	0.21704661308021614	0.28006588757656986
52000	-12493.084519104566	-12294.47872402915	-198.60579507541647	-12294.47872402915	3346.8172710359067	2.767099417271175	2214.0645425956072	-161.8402071466151	0.2960929788380363	2.081804252429086E-5	2.8682597734457347E-11	0.2559107379995404	0.24142815833958733	0.2639834859843127	0.21704661308021614	0.2775417425958839
53000	-12490.579308665283	-12292.780803943531	-197.79850472175085	-12292.780803943531	3524.397703944462	2.767099417271175	2239.321749274438	-160.83818273595048	0.2797186840474005	2.0186741396268413E-5	3.283125478349623E-11	0.27119632924195775	0.24142815833958733	0.2639834859843127	0.21731755957898874	0.27727079609711125
54000	-12484.22072008364	-12284.291073322855	-199.9296467607853	-12284.291073322855	3509.882569029367	2.767099417271175	2540.833144561473	-160.14709463442338	0.20929460484309925	2.016085344248077E-5	1.9689252183114943E-11	0.21637803676376802	0.24142815833958733	0.2639834859843127	0.21731755957898874	0.27727079609711125
55000	-12500.624034817705	-12295.730670538049	-204.89336427965662	-12295.730670538049	3561.8745814872823	2.767099417271175	3176.974508195252	-158.90582702065072	0.13813508093932922	1.9137182140165763E-5	1.0141556759817631E-11	0.16366589773195986	0.23057219238680593	0.2702365565395609	0.21731755957898874	0.2818736914946444
56000	-12486.586332430172	-12286.061289932653	-200.52504249751766	-12286.061289932653	3443.82158445266	2.5526803228463573	2515.378383671511	-160.79393166390315	0.2737934746824171	1.9692992142182047E-5	2.8169431681850904E-11	0.26649160652932563	0.23057219238680593	0.2702365565395609	0.21731755957898874	0.2818736914946444
57000	-12491.95432051607	-12290.086655232997	-201.86766528307206	-12290.086655232997	3481.983349077607	2.706621005423373	2148.211770351008	-165.770651252274	0.3062295499708672	1.953328984889095E-5	3.311644048395095E-11	0.28280486959638806	0.23057219238680593	0.2702365565395609	0.21731755957898874	0.2818736914946444
58000	-12488.593567524593	-12290.989322030524	-197.60424549406832	-12290.989322030524	3040.6489516682527	2.706621005423373	2444.13005454505	-158.4196242149346	0.3063900358449238	2.138072858040326E-5	4.688173601497121E-11	0.31747565369628433	0.23057219238680593	0.2702365565395609	0.21731755957898874	0.2818736914946444
59000	-12494.946784608024	-12295.748232127937	-199.1985524800879	-12295.748232127937	3482.7261712879954	2.706621005423373	1945.605722951093	-165.16021289945382	0.3222577720459246	2.0449548711292203E-5	3.5244467602328655E-11	0.2753090544963977	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
60000	-12492.713823118544	-12294.022042540244	-198.69178057829936	-12294.022042540244	3430.829785686992	2.706621005423373	2374.408219794383	-160.61238200385156	0.2198636033181537	2.0559261806152794E-5	2.270168624071974E-11	0.2270160595595049	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
61000	-12496.747525035189	-12295.037367976161	-201.710157059027	-12295.037367976161	3558.664739528972	2.706621005423373	2619.864562332231	-160.97547594448997	0.2422651104390824	1.920033559044376E-5	2.1950325961766895E-11	0.2348891826728956	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
62000	-12496.717377308227	-12298.685279741198	-198.0320975670299	-12298.685279741198	3581.4960059118644	2.706621005423373	2259.7354721406223	-160.93631615979646	0.26682987285320225	2.0024691152415688E-5	4.064051790200373E-11	0.3018867979855911	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
63000	-12500.637218934122	-12299.786323526678	-200.8508954074433	-12299.786323526678	3548.161824806911	2.706621005423373	2631.777664792713	-159.95529380968554	0.25057753377712944	1.9665119274025815E-5	2.6346516398365957E-11	0.25339279714160884	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
64000	-12491.736519092185	-12289.14222771332	-202.5942913788636	-12289.14222771332	3784.850604719916	2.706621005423373	2554.2962383051267	-162.37958884479474	0.2789082642214658	1.8583540241970278E-5	3.328844378453761E-11	0.2975338953985762	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
65000	-12492.827954337385	-12291.155904814255	-201.67204952312997	-12291.155904814255	3609.0437217056106	2.706621005423373	3005.4982414001297	-157.00339851074014	0.2295069441870732	1.917088770806904E-5	3.219750868249286E-11	0.28316849757753537	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
66000	-12489.264463695295	-12291.649077668842	-197.6153860264529	-12291.649077668842	3359.5896239095487	2.706621005423373	2253.8163701516205	-160.61552084839028	0.2590195597794529	1.9931743742718395E-5	3.527408728468718E-11	0.2885838498173749	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
67000	-12507.257073312301	-12309.988175898976	-197.2688974133256	-12309.988175898976	3609.686059144992	2.706621005423373	2466.199382688146	-158.4329628858877	0.17952876300346352	1.9737233203763972E-5	1.531351830436528E-11	0.1889989147527653	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
68000	-12494.529173256195	-12295.323373545947	-199.2057997102473	-12295.323373545947	3554.2535911987397	2.7274503256290745	2109.258049163478	-164.19704590587816	0.1588202374526561	2.041906325116068E-5	1.2351479768050838E-11	0.16824450766218993	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
69000	-12497.386574183993	-12296.179861354833	-201.20671282915973	-12296.179861354833	3688.6156488006845	2.7274503256290745	2337.6422122399604	-163.65744825737417	0.18816355310108512	1.9948123213121447E-5	1.5767144316249902E-11	0.19467639924434849	0.23498677750304772	0.2601534252344157	0.22298610576789218	0.2818736914946444
70000	-12499.368567282278	-12298.008671466794	-201.35989581548398	-12298.008671466794	3590.5832428109597	2.7274503256290745	2315.8104789980994	-164.1430141439979	0.16803861201950626	1.9529203996660698E-5	1.3296357153258377E-11	0.1837745457157534	0.23498677750304772	0.2657899548485411	0.21734957615376677	0.2818736914946444
71000	-12491.073090712238	-12291.88716790646	-199.18592280577886	-12291.88716790646	3304.1993012321072	2.72196581560509	2366.4756666886074	-161.20799655171314	0.2146959496392611	2.014424315923963E-5	1.8163703945420107E-11	0.2069302594435851	0.23498677750304772	0.2657899548485411	0.21734957615376677	0.2818736914946444
72000	-12492.40927863656	-12292.664078995895	-199.74519964066496	-12292.664078995895	3743.5484151384417	2.72196581560509	2259.24770025474	-162.5237220058854	0.29623779810326034	1.944891418667275E-5	2.646010481921281E-11	0.25991914390492465	0.23498677750304772	0.2657899548485411	0.21734957615376677	0.2818736914946444
73000	-12506.101504916503	-12305.454498429377	-200.64700648712713	-12305.454498429377	3675.420848843193	2.72196581560509	2858.4369209201423	-157.56340943715998	0.21450153457021723	1.9092781487745633E-5	1.4880445815912897E-11	0.19278852793584567	0.23964847775019768	0.26112825460139116	0.21734957615376677	0.2818736914946444
74000	-12491.47951666257	-12290.74397247561	-200.7355441869595	-12290.74397247561	3557.5602144367695	2.72196581560509	2520.0353154790964	-160.76204344987252	0.3049114130335891	1.944167241937642E-5	3.5794218071194393E-11	0.2941751980229201	0.23414180803092063	0.2666349243206682	0.21734957615376677	0.2818736914946444
75000	-12501.903958066456	-12298.256733647047	-203.64722441940756	-12298.256733647047	3202.349181043165	2.72196581560509	2653.4528078909348	-162.45561507540214	0.265449762402643	1.9966048970786703E-5	2.1258010383597843E-11	0.2314711540202788	0.23414180803092063	0.2666349243206682	0.21734957615376677	0.2818736914946444
76000	-12497.070769024243	-12294.69863095926	-202.37213806498406	-12294.69863095926	3481.460178555302	2.7811244958910124	2917.551183836	-159.10778981226434	0.12991923317354476	2.0119039431068055E-5	7.55337291192969E-12	0.1392466763396728	0.23414180803092063	0.2666349243206682	0.21734957615376677	0.2818736914946444
77000	-12493.773884987388	-12294.919485964843	-198.8543990225436	-12294.919485964843	3091.2517949735584	2.6000949063588554	2144.96198646136	-163.14418301899943	0.23393705968589823	2.0511334013295223E-5	3.3044575841781185E-11	0.2696304988807256	0.23414180803092063	0.2666349243206682	0.21734957615376677	0.2818736914946444
78000	-12500.867483088268	-12296.618525871287	-204.24895721698172	-12296.618525871287	3345.3226146768898	2.6000949063588554	3175.530376462307	-158.26302306787454	0.15105732608824418	2.0089781794466266E-5	8.20175183227544E-12	0.14141655503041392	0.2502232723220171	0.2666349243206682	0.21734957615376677	0.265792227203548
79000	-12494.415364107444	-12295.92958558313	-198.48577852431487	-12295.92958558313	3150.345885987982	2.6000949063588554	2327.102760130912	-160.88631415513905	0.23114334680363452	2.0981811897036212E-5	2.786055518606877E-11	0.2511759849353213	0.2502232723220171	0.2666349243206682	0.21734957615376677	0.265792227203548
80000	-12488.924507967162	-12290.74114691387	-198.183361053292	-12290.74114691387	3521.218780402197	2.6000949063588554	1851.387984774097	-165.46510442630057	0.25379190119777395	2.1862041836410572E-5	2.570338299361096E-11	0.22920023517102733	0.2502232723220171	0.2666349243206682	0.21734957615376677	0.265792227203548
81000	-12491.006608194015	-12295.899125965405	-195.10748222860977	-12295.899125965405	3287.570768613379	2.6000949063588554	2092.428555250105	-159.87585714786542	0.2496988845477552	2.056101543749111E-5	2.728819726868746E-11	0.24103079348046919	0.2502232723220171	0.2666349243206682	0.21734957615376677	0.265792227203548
82000	-12490.647719086825	-12295.27450218566	-195.37321690116366	-12295.27450218566	3231.3731927350477	2.6000949063588554	2079.77430292073	-160.00485282760383	0.31287958226813717	2.2485325152686977E-5	4.4343092056600725E-11	0.29829746541906543	0.2502232723220171	0.2666349243206682	0.21734957615376677	0.265792227203548
83000	-12484.803509562225	-12289.266930583846	-195.5365789783786	-12289.266930583846	3476.0869070762487	2.6000949063588554	2368.6393442945446	-157.07327298270732	0.3320399162351967	2.170768009383691E-5	6.328783845527588E-11	0.343771055400211	0.24111121348487932	0.2666349243206682	0.22646163499090452	0.265792227203548
84000	-12492.304021494703	-12294.408456181669	-197.89556531303495	-12294.408456181669	3570.6676147074036	2.6000949063588554	2395.539600192601	-158.8136373336488	0.419979391782733	2.167841493217556E-5	8.373583504977236E-11	0.40118412772888234	0.24111121348487932	0.2666349243206682	0.22646163499090452	0.265792227203548
85000	-12494.454770897626	-12295.181664721564	-199.27310617606256	-12295.181664721564	3191.627436615702	2.6000949063588554	2224.2737971916613	-162.5927615839825	0.2655340729384276	2.124299812585186E-5	3.349209312706394E-11	0.26772331968146607	0.24111121348487932	0.2666349243206682	0.22646163499090452	0.265792227203548
86000	-12493.540662835741	-12297.830188579277	-195.71047425646424	-12297.830188579277	3059.203450455028	2.6000949063588554	2302.930516410636	-157.9865071203146	0.31855489870946396	2.2395176647250753E-5	4.6947895664708805E-11	0.3081588650372111	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
87000	-12497.843605036322	-12303.788329350917	-194.05527568540552	-12303.788329350917	3529.6488945018064	2.6000949063588554	2013.1533765177885	-159.73094425041776	0.2328451379646423	2.1420978322136046E-5	2.7225287353767133E-11	0.2399495914715645	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
88000	-12486.247570476473	-12291.390182764699	-194.85738771177424	-12291.390182764699	3854.1891219051995	2.6000949063588554	2062.183601510616	-159.53936080794463	0.34623498344758086	2.0118383993648164E-5	5.371025261576375E-11	0.3420917907514658	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
89000	-12483.611671678782	-12286.34099836193	-197.27067331685203	-12286.34099836193	3572.385722761859	2.6000949063588554	2228.2038752339126	-160.1986898672327	0.35057455344334276	2.0626028553674367E-5	6.341926923613702E-11	0.3726713758416793	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
90000	-12495.649114916252	-12298.547676257302	-197.10143865895049	-12298.547676257302	3789.1472681249184	2.6000949063588554	2183.177952528292	-160.60299475638487	0.32469544019700874	2.0131031633436953E-5	4.982145115592569E-11	0.33401399503707496	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
91000	-12492.845234183056	-12293.870844035531	-198.97439014752493	-12293.870844035531	3694.272696408785	2.6000949063588554	2659.9788851499043	-157.76282939286386	0.26486039984483445	2.0463747206465853E-5	3.761264452162964E-11	0.2897406535269782	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
92000	-12494.068205818347	-12294.202448054844	-199.86575776350168	-12294.202448054844	3606.044121072934	2.6118524234924796	1861.0651282716988	-167.18971597983412	0.22121804466993222	2.0095747383307898E-5	2.927632872850771E-11	0.26108934782189785	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
93000	-12491.862495294603	-12292.290748769079	-199.571746525524	-12292.290748769079	4006.817378416756	2.4420229612433384	2135.680831790719	-164.00796968935356	0.23619685485492492	2.0438875351326373E-5	2.6751347926789318E-11	0.2465013094091314	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
94000	-12489.217245778666	-12291.833379219452	-197.38386655921403	-12291.833379219452	3404.203013162237	2.4420229612433384	2009.8640829434146	-163.17030273955748	0.22925000032026457	2.11131972560832E-5	2.470322087495669E-11	0.2344583053037275	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
95000	-12501.58254838176	-12305.904299230919	-195.67824915084125	-12305.904299230919	3073.008925743496	2.4420229612433384	1862.6416794851298	-163.2237799293111	0.18559654520886704	2.2074740074532133E-5	1.3894046285753702E-11	0.17002231711391777	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
96000	-12487.382734990031	-12292.132024073959	-195.250710916073	-12292.132024073959	3235.383351210177	2.4420229612433384	1883.8259261237845	-161.9252802793622	0.3312057226705354	2.192139350328732E-5	3.770573142447088E-11	0.2721586467228274	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
97000	-12496.529004072856	-12300.132646588718	-196.3963574841378	-12300.132646588718	3225.7269580571187	2.4420229612433384	2331.681500879489	-158.5456400972928	0.2911048523914752	2.214615745507077E-5	2.6062190825294562E-11	0.23139352816432393	0.2316454166522271	0.2666349243206682	0.22646163499090452	0.27525802403620026
98000	-12485.161717320025	-12289.351204138422	-195.81051318160232	-12289.351204138422	3685.793221204529	2.4420229612433384	2022.3101794358988	-160.60206379767968	0.44336088099088883	2.0872243211087218E-5	4.568446731818929E-11	0.30481555026071455	0.24058005528373833	0.257700285689157	0.22646163499090452	0.27525802403620026
99000	-12491.627300935292	-12294.775280564445	-196.85202037084585	-12294.775280564445	3728.21147714229	2.4420229612433384	2090.5245402314254	-161.50338863915738	0.2952986621341723	1.9910125827742893E-5	3.6803792217858225E-11	0.2830606948063741	0.24058005528373833	0.257700285689157	0.22646163499090452	0.27525802403620026
100000	-12493.620593473914	-12293.668651844724	-199.95194162918963	-12293.668651844724	3179.176586012394	2.4420229612433384	2161.073531547435	-163.876221046378	0.2926081066761795	2.0267051196802376E-5	4.071433202259627E-11	0.30572964736353414	0.24058005528373833	0.257700285689157	0.22646163499090452	0.27525802403620026
101000	-12494.448788854159	-12295.881943995366	-198.5668448587924	-12295.881943995366	3431.0994295494165	2.4420229612433384	1940.1444545814495	-164.98640006395595	0.25107775984683894	2.130589148222517E-5	2.8531440058350243E-11	0.24832325537544045	0.24058005528373833	0.257700285689157	0.22646163499090452	0.27525802403620026
102000	-12486.893426394223	-12290.563456411657	-196.32996998256496	-12290.563456411657	3348.0070611332444	2.4420229612433384	1975.7999635251992	-162.11788388825258	0.3113934414421618	2.097877437174867E-5	6.339388186617104E-11	0.35217530901035055	0.24058005528373833	0.257700285689157	0.22646163499090452	0.27525802403620026
103000	-12486.304030629168	-12289.212739926448	-197.09129070272	-12289.212739926448	3346.3794588740275	2.4420229612433384	1854.7407816638445	-163.7548718802554	0.41338918856202317	2.1603888098666452E-5	8.916246690455749E-11	0.39976789723756595	0.24058005528373833	0.257700285689157	0.22646163499090452	0.27525802403620026
104000	-12484.599442866574	-12288.361894379368	-196.23754848720705	-12288.361894379368	3205.3588166310847	2.4420229612433384	1716.9646676512004	-164.01610910589872	0.5070285212468801	2.231222491609104E-5	1.139992952887785E-10	0.4544663073346353	0.2336451837539058	0.2646351572189895	0.22646163499090452	0.27525802403620026
105000	-12492.769689116934	-12295.834666439165	-196.93502267776896	-12295.834666439165	3251.0954347320353	2.4420229612433384	2208.510246860563	-160.01414850553775	0.3800356142523235	2.149459041574107E-5	7.327979147699961E-11	0.37661272818086444	0.2336451837539058	0.2646351572189895	0.22646163499090452	0.27525802403620026
106000	-12482.08061913179	-12286.65175039046	-195.42886874133092	-12286.65175039046	3394.7530531533566	2.6026391101810002	1765.8953665764266	-163.28428965392123	0.3316613719237895	2.1352569799959462E-5	4.6039018115696814E-11	0.2960260384878291	0.2336451837539058	0.2646351572189895	0.22646163499090452	0.27525802403620026
107000	-12495.165055717183	-12292.344110084352	-202.82094563283158	-12292.344110084352	3677.7223452241587	2.6026391101810002	1860.3200247487107	-170.06301521923547	0.24142948645667206	1.8987126889911142E-5	1.802569309734105E-11	0.21610759820041914	0.2336451837539058	0.2646351572189895	0.22646163499090452	0.27525802403620026
108000	-12497.004574572366	-12289.528754952724	-207.4758196196426	-12289.528754952724	4265.158265501514	2.6026391101810002	1986.5004587009332	-172.99037294361648	0.3362338996953844	1.6939859602903637E-5	3.260624876862647E-11	0.3186628097514268	0.2336451837539058	0.2646351572189895	0.22646163499090452	0.27525802403620026
109000	-12494.285084391111	-12292.57064494444	-201.7144394466711	-12292.57064494444	4033.654491086375	2.6026391101810002	2447.78871291536	-162.89709152416893	0.2225420043895928	1.8906460343590258E-5	1.8670619662985743E-11	0.22116679421602228	0.2336451837539058	0.2646351572189895	0.22646163499090452	0.27525802403620026
110000	-12488.741450141242	-12287.30435145005	-201.4370986911933	-12287.30435145005	3943.725627122733	2.5941100506863966	2306.7882312323422	-163.89234823677683	0.2667845107337926	1.8461668247272928E-5	3.132529315261053E-11	0.2901225815477827	0.2336451837539058	0.2646351572189895	0.22646163499090452	0.27525802403620026
111000	-12491.196500533151	-12294.384245556443	-196.81225497670823	-12294.384245556443	3478.978423724302	2.5567967996516727	1873.3275284307674	-164.15208925187372	0.19547093762759174	2.016108924191777E-5	2.0263083364471907E-11	0.20736828135492372	0.2336451837539058	0.2646351572189895	0.22646163499090452	0.27525802403620026
112000	-12494.403662136894	-12298.23592836531	-196.16773377158407	-12298.23592836531	3442.03533188371	2.5567967996516727	2233.5733493706944	-159.92315586104556	0.15871017793425546	2.0815329424698897E-5	1.624504719294389E-11	0.19253929581188822	0.2336451837539058	0.2646351572189895	0.22410910149622346	0.2776105575308813
113000	-12488.178512554918	-12292.1348108984	-196.04370165651753	-12292.1348108984	3265.968169527296	2.5567967996516727	2555.1671154479077	-156.10429755941354	0.22746059748452266	2.1062972111338044E-5	2.6032432964032903E-11	0.23365445968848492	0.2336451837539058	0.2646351572189895	0.22410910149622346	0.2776105575308813
114000	-12496.230520860012	-12294.70714229195	-201.52337856806054	-12294.70714229195	3600.9870158427398	2.818370962470954	1886.1796925830301	-168.6242053844442	0.19689988520914262	1.950251808733397E-5	2.1228346672758893E-11	0.22900316338957946	0.2336451837539058	0.2646351572189895	0.22410910149622346	0.2776105575308813
115000	-12492.074053944338	-12291.271129141196	-200.80292480314182	-12291.271129141196	3677.08172021592	2.818370962470954	2050.545182822309	-166.06309427972246	0.22057879107180972	1.9623296877911633E-5	2.136505145236329E-11	0.22427126871927025	0.2336451837539058	0.2646351572189895	0.22410910149622346	0.2776105575308813
116000	-12503.532593235781	-12303.182784292505	-200.34980894327688	-12303.182784292505	3591.7178344194062	2.818370962470954	1724.154096771151	-169.1481072860065	0.1992676133743713	1.952302385710307E-5	2.0064404467413025E-11	0.21989110912198676	0.23735452519935202	0.2609258157735433	0.22410910149622346	0.2776105575308813
117000	-12491.570350324318	-12291.131490801137	-200.43885952318126	-12291.131490801137	4026.4311943462862	2.818370962470954	2252.057429551834	-163.53529324201872	0.23257902023832466	1.9161262137429854E-5	2.6561087476655335E-11	0.25955745024476795	0.23735452519935202	0.2609258157735433	0.22410910149622346	0.2776105575308813
118000	-12489.770403831157	-12288.779395416715	-200.99100841444147	-12288.779395416715	4158.8251562200285	2.818370962470954	2526.9302698299994	-160.76948490212348	0.3397779983103757	1.8788303757052037E-5	5.102861454096113E-11	0.3475700506437381	0.23735452519935202	0.2609258157735433	0.22410910149622346	0.2776105575308813
119000	-12487.926718125666	-12289.468312300538	-198.45840582512784	-12289.468312300538	3879.8882966530086	2.818370962470954	2493.128688972083	-158.54549340602534	0.35059095410604707	1.9868927169018648E-5	5.533672709683217E-11	0.3404280949452796	0.23735452519935202	0.26259648678831615	0.2224384304814506	0.2776105575308813
