#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HBV" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HBV" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HBV" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HBV" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:HBV">
#                    <trait id="dateTrait.t:HBV" spec="beast.evolution.tree.TraitSet" traitname="date" value="AB033550_1988_33.3431887795_134.9307404236=1988,AB033554_1985_-2.3045941592_118.5275669247=1985,AB111946_1998_15.880672531_106.7863444469=1998,AB112066_1999_15.2357758333_97.1170427803=1999,AB112471_2002_10.826174473_100.0321841486=2002,AB117759_2004_11.8647366524_104.4581350327=2004,AB198076_2001_31.3068442593_109.4304560078=2001,AB205128_2000_67.7822238778_83.2782706988=2000,AB205190_2000_7.0869990345_-0.6788566207=2000,AB219428_2002_11.4823584448_122.5890168578=2002,AJ344117_1990_46.339250578_1.5156738165=1990,AY341335_2003_37.779236413_24.2931907174=2003,AY641558_2003_39.8942378947_126.8819515526=2003,AY721605_2004_39.1656946813_32.8656198791=2004,AY738147_1998_-4.6027905391_22.3356877351=1998,DQ060824_1983_-21.3700228571_19.1068796429=1983,DQ315776_2000_17.9831869307_84.5569572724=2000">
#                        <taxa id="TaxonSet.HBV" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HBV"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="KappaPrior.s:HBV" name="distribution">
#            <parameter id="kappa.s:HBV" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HBV" name="distribution" x="@popSize.t:HBV">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">100.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ucldStdevPrior.c:HBV" name="distribution">
#            <parameter id="ucldStdev.c:HBV" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@HBV" id="treeLikelihood.HBV" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HBV">
#            <siteModel id="SiteModel.s:HBV" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HBV" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HBV" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HBV" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HBV" kappa="@kappa.s:HBV" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:HBV" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:HBV" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:HBV" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HBV">
#                <LogNormal S="@ucldStdev.c:HBV" id="LogNormalDistributionModel.c:HBV" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.5" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="32" id="rateCategories.c:HBV" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:HBV" name="clock.rate">2.0E-5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
541000	-12487.427315881485	-12288.637494968434	-198.78982091305033	-12288.637494968434	3419.667009764736	2.576880937440946	1850.9732082836538	-166.05242129230413	0.261098526601559	2.136312013095532E-5	4.4982338003488565E-11	0.30755765973825994	0.245262295802943	0.25454382827297733	0.22410215876048084	0.2760917171635989
542000	-12492.16265402243	-12294.814576184102	-197.3480778383274	-12294.814576184102	3785.526201049012	2.576880937440946	2121.8136750647327	-161.80022145635948	0.2535794061796586	2.0298190941945036E-5	2.373981661603303E-11	0.22562444183968985	0.23701200901435382	0.278149918090472	0.20874635573157532	0.2760917171635989
543000	-12495.748461760955	-12296.715270072096	-199.03319168885824	-12296.715270072096	3562.8262091732745	2.6998224738054364	1774.0974577485117	-167.32086565114724	0.20463625827112458	2.0598200255445264E-5	2.1203230554559924E-11	0.21003878679908047	0.2347478368564439	0.2845546473376216	0.20874635573157532	0.27195116007435927
544000	-12492.74270339852	-12293.882187065465	-198.86051633305576	-12293.882187065465	3598.1198996081703	2.6998224738054364	2191.752250000967	-162.53532899944219	0.25360904948351226	1.9912113079931996E-5	4.175434046770614E-11	0.2941430086283632	0.2347478368564439	0.2845546473376216	0.20874635573157532	0.27195116007435927
545000	-12491.520297926287	-12296.859948357303	-194.6603495689826	-12296.859948357303	3165.6878953910514	2.6998224738054364	2242.5947745702974	-157.88256984898106	0.23615423087108645	2.11594787081378E-5	3.4434750150506585E-11	0.2597899500863576	0.2581330233613116	0.2611694608327539	0.20874635573157532	0.27195116007435927
546000	-12488.450083896967	-12293.879622378068	-194.570461518899	-12293.879622378068	3174.672438787052	2.6998224738054364	1891.7712556073202	-161.31795258279888	0.2702530737659314	2.190833258208749E-5	3.6728604154658916E-11	0.27061102063817116	0.25087524515233073	0.26842723904173477	0.20874635573157532	0.27195116007435927
547000	-12487.322920570632	-12288.180882966884	-199.14203760374784	-12288.180882966884	3105.9010211967548	2.6998224738054364	2847.053203940413	-155.65746484788366	0.336539293301366	2.238622315279139E-5	4.7391895567643453E-11	0.31115354358019576	0.25087524515233073	0.26842723904173477	0.20874635573157532	0.27195116007435927
548000	-12490.976324477624	-12293.734881133167	-197.2414433444565	-12293.734881133167	3202.69315259294	2.6998224738054364	1860.3411722707094	-164.25987390856267	0.2842614819575945	2.1451509848573142E-5	3.2258385013700145E-11	0.2636200518596254	0.25087524515233073	0.26842723904173477	0.20874635573157532	0.27195116007435927
549000	-12490.050851920094	-12288.181960263755	-201.86889165633886	-12288.181960263755	3261.392715531998	2.6998224738054364	2624.944152253767	-160.8945893895557	0.28564221573051923	2.0006779390637137E-5	2.735917740663864E-11	0.2539672252430048	0.25087524515233073	0.26842723904173477	0.20874635573157532	0.27195116007435927
550000	-12489.41200406977	-12292.48578909772	-196.92621497205127	-12292.48578909772	3179.19044613287	2.6998224738054364	1892.4493608727244	-163.51706713400546	0.3056863179922814	2.1799689298446635E-5	3.150415120211428E-11	0.24607692477687534	0.25087524515233073	0.26842723904173477	0.20874635573157532	0.27195116007435927
551000	-12490.136607092763	-12291.150715237856	-198.9858918549072	-12291.150715237856	3287.761427351053	2.6998224738054364	2129.411139771732	-163.1973686608583	0.28014834442728814	2.2117294063354076E-5	3.8605612027281925E-11	0.2813417627705745	0.2429546224413751	0.2763478617526904	0.20874635573157532	0.27195116007435927
552000	-12489.318735241377	-12289.469958435719	-199.84877680565796	-12289.469958435719	3369.780707303703	2.6998224738054364	2323.821204736471	-162.00425612247193	0.286133156267571	2.0954188713522E-5	2.6254324749317218E-11	0.2426823888149928	0.2429546224413751	0.2763478617526904	0.20874635573157532	0.27195116007435927
553000	-12501.649747039952	-12298.431074647502	-203.2186723924494	-12298.431074647502	3476.876644062391	2.6998224738054364	2076.892421324568	-168.7820035282357	0.12120290088562638	2.017918287730081E-5	5.6467133498788275E-12	0.11797007510732212	0.24703896069696055	0.2722635234971049	0.20874635573157532	0.27195116007435927
554000	-12493.326127402304	-12294.85631776675	-198.46980963555472	-12294.85631776675	3177.1548175473913	2.6998224738054364	2105.2431162131465	-163.24030063198538	0.2121546365900736	2.1026588012339058E-5	1.5704941028934355E-11	0.18759617961406772	0.24703896069696055	0.2722635234971049	0.20874635573157532	0.27195116007435927
555000	-12493.74642499569	-12294.747513243348	-198.9989117523417	-12294.747513243348	3475.8974027280906	2.6998224738054364	2255.6491710039304	-162.58842517940775	0.13812994377369156	2.045324274672468E-5	5.805279777773686E-12	0.11658020259924744	0.24703896069696055	0.2722635234971049	0.20874635573157532	0.27195116007435927
556000	-12487.780302195864	-12287.212164332726	-200.56813786313873	-12287.212164332726	3659.2875413572388	2.6998224738054364	2511.1956882569084	-160.61507774230358	0.3244082511673744	1.958278929690506E-5	2.8931199517526214E-11	0.2666139606849028	0.24703896069696055	0.2722635234971049	0.20874635573157532	0.27195116007435927
557000	-12492.309797396932	-12291.876906445239	-200.43289095169374	-12291.876906445239	3630.3719954373855	2.6998224738054364	2057.4798721990737	-165.52239100192702	0.25149796504614375	1.9972599800677277E-5	2.432481301232261E-11	0.24214931600230002	0.24692700460712108	0.2625064142447944	0.2088583118214148	0.2817082693266698
558000	-12488.949163969557	-12292.237634448737	-196.71152952082025	-12292.237634448737	3549.899799167051	2.6998224738054364	2051.0396162602765	-161.98239006326412	0.2264574062633166	2.0024928766062634E-5	2.4284617382123136E-11	0.24055210865805127	0.2407454266831207	0.2625064142447944	0.21503988974541516	0.2817082693266698
559000	-12484.514349715377	-12284.203800915458	-200.31054879991768	-12284.203800915458	3641.3995192457323	2.6998224738054364	2187.334457567598	-163.44773670264675	0.3975316263453886	2.110084621201047E-5	6.476796537501294E-11	0.38326534660952655	0.2407454266831207	0.2625064142447944	0.21503988974541516	0.2817082693266698
560000	-12483.561012043714	-12288.28383529413	-195.2771767495829	-12288.28383529413	3733.3550839143536	2.6998224738054364	2229.6657435801667	-157.8162586664497	0.4394225161728786	2.1075846736171766E-5	6.75309527889857E-11	0.37559164985915816	0.2407454266831207	0.2625064142447944	0.21503988974541516	0.2817082693266698
561000	-12481.03842805595	-12283.466626269676	-197.5718017862744	-12283.466626269676	3761.361127294595	2.6998224738054364	2519.552791547372	-157.02923145402988	0.4563630779399254	2.1325282673840695E-5	1.0161340745116675E-10	0.42841827786177494	0.2407454266831207	0.2625064142447944	0.21503988974541516	0.2817082693266698
562000	-12484.649163009417	-12289.452581180945	-195.19658182847172	-12289.452581180945	3026.261923611767	2.6998224738054364	2439.8210903363347	-155.51319507193367	0.4481049098461917	2.3503423662762802E-5	1.1024939016178264E-10	0.4359417237970069	0.24043598253101775	0.2628158583968973	0.21503988974541516	0.2817082693266698
563000	-12480.228185839804	-12286.702968144833	-193.5252176949712	-12286.702968144833	3101.913737908501	2.6998224738054364	1727.0823557342312	-161.19953250933244	0.47903558026609194	2.457572158323133E-5	9.697197671567083E-11	0.3843634000570008	0.24043598253101775	0.269233371907304	0.20862237623500846	0.2817082693266698
564000	-12488.32205109509	-12293.830206726025	-194.49184436906543	-12293.830206726025	3332.379824920334	2.6998224738054364	1939.3318676201745	-160.0269900036807	0.45185189582551794	2.338154922793244E-5	7.084360355607173E-11	0.3462532346060004	0.24043598253101775	0.269233371907304	0.20862237623500846	0.2817082693266698
565000	-12486.8314300077	-12289.763489623461	-197.06794038423877	-12289.763489623461	3686.6156986553306	2.6998224738054364	2085.9293924866165	-161.48036817622963	0.3421229808463678	2.0980325949488645E-5	3.927887226453172E-11	0.28763795670437897	0.24043598253101775	0.269233371907304	0.20862237623500846	0.2817082693266698
566000	-12491.31381523313	-12295.14459105949	-196.16922417363912	-12295.14459105949	3738.8841803339556	2.394953981061851	2430.0917195795896	-156.8145202631655	0.4174947027450815	2.0864416658440936E-5	5.769645697717049E-11	0.33532571607768064	0.24043598253101775	0.2655378176840587	0.22291118475782984	0.27111501502709373
567000	-12497.964498956086	-12295.115352681141	-202.84914627494408	-12295.115352681141	3451.566870326723	2.394953981061851	3289.2859266245164	-154.74870167623828	0.3788485694471809	1.997377027495879E-5	6.385650362797942E-11	0.37565004470541996	0.24043598253101775	0.2655378176840587	0.22291118475782984	0.27111501502709373
568000	-12494.510122489934	-12295.944510933663	-198.5656115562712	-12295.944510933663	3898.5331952031042	2.394953981061851	2277.615094400184	-160.97632353095366	0.3708983237510133	1.826492170141656E-5	4.287365046800987E-11	0.3384439459104395	0.24043598253101775	0.2655378176840587	0.22291118475782984	0.27111501502709373
569000	-12499.492519756912	-12297.035991310851	-202.45652844605993	-12297.035991310851	3989.014034207033	2.801370009370228	2371.037320343685	-163.63292628119106	0.39931385050796336	1.8442766231500263E-5	6.482376007443199E-11	0.3866470339662111	0.24043598253101775	0.2655378176840587	0.22291118475782984	0.27111501502709373
570000	-12497.575258738341	-12294.657325507495	-202.91793323084713	-12294.657325507495	4066.6526601045953	2.801370009370228	2742.441823824551	-160.71483371721706	0.2793506641491994	1.8681127930829334E-5	2.7317531291348898E-11	0.26428514228572564	0.24043598253101775	0.2655378176840587	0.22291118475782984	0.27111501502709373
571000	-12496.802980201004	-12295.76795249584	-201.0350277051637	-12295.76795249584	4066.815335836988	2.801370009370228	2047.093641879852	-166.18957230141834	0.252990000522736	1.7935830786190426E-5	2.1526124885231842E-11	0.23869369668365223	0.23652282320533663	0.2655378176840587	0.22682434408351096	0.27111501502709373
572000	-12497.606515962558	-12295.672942367532	-201.93357359502716	-12295.672942367532	3918.665742053482	2.801370009370228	2714.053536173643	-160.3717104417102	0.20297119208670383	1.919004911877318E-5	1.222597967783538E-11	0.17702095022284878	0.23652282320533663	0.2655378176840587	0.22080492813707508	0.2771344309735296
573000	-12498.74578030842	-12296.824601146125	-201.9211791622943	-12296.824601146125	3906.9802021027863	2.801370009370228	2483.8505575963577	-162.94065514792862	0.16559626101476893	1.899969104282217E-5	1.214942523446443E-11	0.17681787716205075	0.2339676618543301	0.2655378176840587	0.22080492813707508	0.2796895923245361
574000	-12491.87745910751	-12291.75208972558	-200.12536938193068	-12291.75208972558	4222.189312316447	2.3760751402901055	2386.078295923841	-161.96300951128754	0.23841474864825496	1.8522634151346008E-5	2.3083603032432707E-11	0.2391796251667184	0.2339676618543301	0.2655378176840587	0.22080492813707508	0.2796895923245361
575000	-12496.163060469344	-12294.057490438674	-202.10557003066958	-12294.057490438674	4204.839973981981	2.3760751402901055	2429.6216530852666	-163.22776433554523	0.2988119239838605	1.8132566470489882E-5	2.6540016032624406E-11	0.26620869656758606	0.2339676618543301	0.2655378176840587	0.22080492813707508	0.2796895923245361
576000	-12494.892203927655	-12295.091256963527	-199.800946964127	-12295.091256963527	3816.1099385228567	2.3760751402901055	2482.6516743233833	-160.7475601249446	0.2139335954287254	1.942029815498011E-5	2.3194244204660336E-11	0.228212087816986	0.2339676618543301	0.2655378176840587	0.22080492813707508	0.2796895923245361
577000	-12494.533503898367	-12294.90314525414	-199.63035864422656	-12294.90314525414	3500.0114862385144	2.3760751402901055	2331.4878653203305	-161.76353470167984	0.3015026232606143	1.9336233785470718E-5	3.8613818743296404E-11	0.3081439268760362	0.2441976055388997	0.2655378176840587	0.2105749844525055	0.2796895923245361
578000	-12488.955473690852	-12290.082382909666	-198.87309078118616	-12290.082382909666	3300.916475464708	2.3760751402901055	2187.4494474473026	-162.6992344835255	0.257137396754302	2.028290749676776E-5	2.7325481758320647E-11	0.247365720245007	0.24830168617036907	0.2655378176840587	0.2064709038210361	0.2796895923245361
579000	-12496.835779057674	-12293.346413831201	-203.4893652264732	-12293.346413831201	3275.18236934541	2.3760751402901055	2254.2573859101426	-166.97595703224658	0.1815246534179261	1.99937901113811E-5	1.879504102330577E-11	0.21093267994818002	0.24830168617036907	0.2655378176840587	0.2064709038210361	0.2796895923245361
580000	-12493.34284653371	-12295.019538910885	-198.3233076228235	-12295.019538910885	3300.7381993585554	2.3760751402901055	2522.744733446604	-158.66535144716138	0.25486474747866333	2.0936211546375436E-5	2.9272126095133556E-11	0.2570813551976952	0.24830168617036907	0.2655378176840587	0.2064709038210361	0.2796895923245361
581000	-12497.417026246927	-12299.338602566433	-198.07842368049444	-12299.338602566433	3206.6750694904276	2.3760751402901055	2093.0529193182906	-163.03031215339325	0.2266127642316	2.0359160062440393E-5	2.2669825246240595E-11	0.23219896022456601	0.24830168617036907	0.2655378176840587	0.2064709038210361	0.2796895923245361
582000	-12499.35525900538	-12298.945029683337	-200.41022932204478	-12298.945029683337	3546.951144428832	2.3760751402901055	2217.093202540272	-163.93593373940504	0.2550260655792717	1.9436531360456874E-5	2.0298648163445314E-11	0.22367938097574727	0.24830168617036907	0.2655378176840587	0.2064709038210361	0.2796895923245361
583000	-12502.014940523086	-12302.073367251822	-199.9415732712647	-12302.073367251822	3586.6079411531678	2.3760751402901055	2375.6321815636134	-162.0959373855329	0.1946603092353195	1.8862687449276622E-5	1.2855297867249824E-11	0.18652459778399275	0.2484544813128863	0.2655378176840587	0.20631810867851888	0.2796895923245361
584000	-12499.043416446062	-12301.081946229002	-197.9614702170595	-12301.081946229002	3796.551708753322	2.992913790806647	2175.8036182457126	-162.05669952411472	0.17824151490794005	1.9157746671023716E-5	1.0638868779080676E-11	0.16228212663167588	0.23499337346908347	0.2655378176840587	0.2197792165223217	0.2796895923245361
585000	-12506.742080417696	-12304.617789117134	-202.1242913005618	-12304.617789117134	3677.975946192361	2.992913790806647	1756.3457679056078	-170.34857337640068	0.23536050258936905	1.8623644348374574E-5	2.2357825674690816E-11	0.24820975184944827	0.23499337346908347	0.2655378176840587	0.2197792165223217	0.2796895923245361
586000	-12497.044869130415	-12293.047374130809	-203.99749499960686	-12293.047374130809	3744.7287705603753	2.992913790806647	2725.371065419227	-162.09107913125644	0.23655740408696724	1.921575569730752E-5	2.154031778109026E-11	0.2421309415359894	0.23499337346908347	0.2655378176840587	0.2197792165223217	0.2796895923245361
587000	-12493.956016694783	-12292.921817186663	-201.03419950811897	-12292.921817186663	3465.3879447409413	2.992913790806647	2327.2265084781634	-163.08315030362027	0.2779035424291887	1.9498472053488972E-5	3.4073915339878507E-11	0.2942422546105887	0.23499337346908347	0.2655378176840587	0.2197792165223217	0.2796895923245361
588000	-12494.540638262195	-12295.30225490555	-199.23838335664482	-12295.30225490555	3398.574877175862	2.992913790806647	2244.815602114558	-161.72234226374806	0.38350324127275404	2.040991735077753E-5	4.8983551733840715E-11	0.32915679310706303	0.2357082149195199	0.2648229762336223	0.2197792165223217	0.2796895923245361
589000	-12502.754981639955	-12300.425644315526	-202.3293373244289	-12300.425644315526	3433.251827030057	2.563739382805131	2400.3715272710324	-163.56514165291114	0.3280558360469014	1.9346917905441933E-5	4.027918797857105E-11	0.32817004825797724	0.2357082149195199	0.2648229762336223	0.2197792165223217	0.2796895923245361
590000	-12496.462200913049	-12295.080268547761	-201.38193236528798	-12295.080268547761	3786.073316680416	2.563739382805131	2642.014075815948	-160.49375619588926	0.23715603902859217	1.9161095788738325E-5	2.3165762176340216E-11	0.2547319085231071	0.2357082149195199	0.2648229762336223	0.2197792165223217	0.2796895923245361
591000	-12494.723304936493	-12293.224952769378	-201.4983521671145	-12293.224952769378	3755.1571485136596	2.563739382805131	2470.4059454638027	-162.5448022218693	0.20484107750430597	1.9214464122270024E-5	1.6690597033794032E-11	0.2097124024411819	0.2357082149195199	0.25906526021169873	0.22553693254424523	0.2796895923245361
592000	-12493.380164524353	-12293.96255448044	-199.4176100439128	-12293.96255448044	3809.0169423875777	2.563739382805131	2199.1953810846476	-163.36443763499366	0.19006826653667075	1.938027662972752E-5	1.6226245301040754E-11	0.2022521164623739	0.2357082149195199	0.25906526021169873	0.22553693254424523	0.2796895923245361
593000	-12494.009110867437	-12291.504199277113	-202.5049115903238	-12291.504199277113	4108.4958663365205	2.563739382805131	2500.060147845938	-162.57812448706596	0.3597421775634741	1.9093374430012947E-5	6.081315050375801E-11	0.3958312604051647	0.2357082149195199	0.25906526021169873	0.22553693254424523	0.2796895923245361
594000	-12492.006719552157	-12289.510350294213	-202.49636925794337	-12289.510350294213	3571.9457987946553	2.563739382805131	2525.0801168668627	-162.63937846421447	0.27866986226615575	1.9586908816843333E-5	3.260463202627719E-11	0.2808994591688124	0.2357082149195199	0.25906526021169873	0.22553693254424523	0.2796895923245361
595000	-12494.644540507094	-12295.805132717396	-198.839407789698	-12295.805132717396	3090.850490992223	2.563739382805131	2326.997325724849	-161.0073665562882	0.28732742249779825	2.1456373797099538E-5	3.5208477015346895E-11	0.28208715937649886	0.2357082149195199	0.25906526021169873	0.22553693254424523	0.2796895923245361
596000	-12492.3068532122	-12292.410874387744	-199.89597882445602	-12292.410874387744	3357.7422481192216	2.5908942112527518	2556.8158811415474	-159.60354480600617	0.3013818686201737	2.02683742474952E-5	2.8748596739980268E-11	0.25736729710381334	0.2357082149195199	0.25906526021169873	0.22553693254424523	0.2796895923245361
597000	-12488.0371990339	-12289.538855671935	-198.49834336196545	-12289.538855671935	3178.692318285414	2.5908942112527518	2032.106384172733	-163.76547733514823	0.2811241221559487	2.138666829181604E-5	3.8626293767863994E-11	0.2858968569520247	0.2357082149195199	0.25906526021169873	0.22553693254424523	0.2796895923245361
598000	-12492.176462434265	-12291.546911660434	-200.62955077383066	-12291.546911660434	3561.3435687867986	2.5908942112527518	1831.78778004936	-168.10969354465243	0.25640973815692725	1.9793489342053466E-5	3.312416697697802E-11	0.2787726377480068	0.2357082149195199	0.25906526021169873	0.22553693254424523	0.2796895923245361
599000	-12496.15244499364	-12295.574718901598	-200.57772609204252	-12295.574718901598	3410.290650276072	2.5908942112527518	2497.2415170590943	-161.29109438735458	0.21394375525331358	1.9978321078857072E-5	2.3817008164948477E-11	0.24782717906438856	0.22993357882878346	0.25906526021169873	0.22553693254424523	0.2854642284152725
600000	-12494.47689781627	-12295.232212187157	-199.24468562911326	-12295.232212187157	3534.7630156812884	2.5908942112527518	2190.092973085122	-162.92252476087046	0.26608483945907313	2.0291301583782452E-5	3.178317292276642E-11	0.27345735851389097	0.22993357882878346	0.25906526021169873	0.22553693254424523	0.2854642284152725
601000	-12502.86245378433	-12298.37410278471	-204.48835099962062	-12298.37410278471	3722.965902230217	2.937884088546404	3097.6365848045793	-158.70470564421078	0.247039852688303	1.9114310116228907E-5	2.3630894907995007E-11	0.2471096846826692	0.22993357882878346	0.25906526021169873	0.22553693254424523	0.2854642284152725
602000	-12491.289299739616	-12289.02179847354	-202.2675012660765	-12289.02179847354	3618.38225496997	2.937884088546404	2295.649146377625	-164.6459512691504	0.2824533247380979	1.903642043303722E-5	2.238840077584769E-11	0.24379624769327748	0.22993357882878346	0.25906526021169873	0.22553693254424523	0.2854642284152725
603000	-12498.184473812991	-12296.461273025123	-201.72320078786765	-12296.461273025123	3616.1628003706246	2.937884088546404	2185.267788434552	-165.92589916040092	0.14418221915722512	2.001475003407382E-5	1.134976321947091E-11	0.16864298165466612	0.22993357882878346	0.25906526021169873	0.22553693254424523	0.2854642284152725
604000	-12504.764222649777	-12305.274704379217	-199.4895182705602	-12305.274704379217	3258.5295829777583	2.937884088546404	2283.9283868361913	-162.41850549890603	0.18928052096380027	2.0493076217883728E-5	1.5455644618880395E-11	0.1928467466175233	0.22993357882878346	0.25906526021169873	0.22553693254424523	0.2854642284152725
605000	-12496.69097559514	-12296.011953657238	-200.67902193790135	-12296.011953657238	3022.8113787805255	2.7027912365769255	2110.076621670928	-165.24984628468155	0.24404255874320427	2.0993646469018847E-5	2.304699835572586E-11	0.23477179299953646	0.22993357882878346	0.2592623001002211	0.2274532353968019	0.2833508856741935
606000	-12499.333586655139	-12297.74100064822	-201.59258600691908	-12297.74100064822	3403.771234712606	2.7939991879165067	2575.0060910883235	-160.84689311455222	0.3482734157696386	2.0020992761234935E-5	3.096133085301226E-11	0.27451927125025716	0.22993357882878346	0.2592623001002211	0.2274532353968019	0.2833508856741935
607000	-12498.908488797191	-12294.42639804978	-204.48209074741067	-12294.42639804978	3463.4332610746897	2.7939991879165067	2929.794406616776	-160.70425364734444	0.20001904997722691	1.962428929075414E-5	1.0886850377869684E-11	0.1689601915498848	0.22993357882878346	0.2592623001002211	0.2274532353968019	0.2833508856741935
608000	-12497.189794098625	-12293.617395080566	-203.57239901805966	-12293.617395080566	3667.638749889986	2.7939991879165067	1668.7893624992937	-172.6760185526	0.2618232229003543	1.9605636318036443E-5	1.9907077862477222E-11	0.2236685426048269	0.22993357882878346	0.2592623001002211	0.2274532353968019	0.2833508856741935
609000	-12507.861757769619	-12309.951736468402	-197.9100213012173	-12309.951736468402	3634.199942393075	2.6525485039894257	1902.4710204592802	-165.2059363268848	0.14006121780981734	2.0303596328753147E-5	7.768613186504041E-12	0.1357504385310589	0.22993357882878346	0.2592623001002211	0.2274532353968019	0.2833508856741935
610000	-12489.713937223205	-12291.331182583228	-198.38275463997732	-12291.331182583228	3369.28163074377	2.6525485039894257	2069.683913554069	-163.0738318918645	0.31944317534363653	2.0542984799602E-5	3.6312984891762143E-11	0.27525465325317844	0.22993357882878346	0.2774969294871014	0.2092186060099216	0.2833508856741935
611000	-12500.687684589913	-12302.26837599497	-198.41930859494323	-12302.26837599497	3063.8189432377812	2.6525485039894257	1903.2478646705197	-165.26447578336783	0.2254128374150654	2.0735881363030956E-5	2.2942319939634584E-11	0.22614476457834826	0.22479857995639804	0.2774969294871014	0.214353604882307	0.2833508856741935
612000	-12487.665311282726	-12290.010585352882	-197.65472592984426	-12290.010585352882	3404.456593430155	2.6525485039894257	2168.989206509304	-161.52005840014803	0.26842471588453054	2.0116080772980977E-5	3.261946251032181E-11	0.2641328021499334	0.22479857995639804	0.2774969294871014	0.214353604882307	0.2833508856741935
613000	-12495.384784933694	-12296.146844631385	-199.23794030231053	-12296.146844631385	3503.7676461412484	2.576651901371386	2711.592941420387	-157.6954883052441	0.2215738905407251	2.0118290190217758E-5	2.7695418586610854E-11	0.25184429442277567	0.22479857995639804	0.2774969294871014	0.214353604882307	0.2833508856741935
614000	-12491.353822403318	-12293.140572329698	-198.21325007362148	-12293.140572329698	4178.740732243673	2.576651901371386	1980.2198029034942	-164.1313671134297	0.25774834048865186	1.9200853460568066E-5	4.9138291700356195E-11	0.3235214018529769	0.22479857995639804	0.2774969294871014	0.214353604882307	0.2833508856741935
615000	-12492.888882285595	-12292.746451848476	-200.14243043711986	-12292.746451848476	4187.637865607692	2.576651901371386	2421.270174340163	-161.14349044114536	0.3311270226047452	1.8106378968015815E-5	6.055094610296181E-11	0.38882351083754685	0.22479857995639804	0.2774969294871014	0.214353604882307	0.2833508856741935
616000	-12495.76752203679	-12296.95390852787	-198.81361350891962	-12296.95390852787	4299.868924417373	2.576651901371386	1982.8070727306074	-164.43652932681147	0.3213391054388979	1.7479027193576556E-5	7.229136290962472E-11	0.42128006405104834	0.22333307701510774	0.2774969294871014	0.2158191078235973	0.2833508856741935
617000	-12492.983703077018	-12297.457011823019	-195.52669125399885	-12297.457011823019	3610.00750312195	2.576651901371386	2186.532168704287	-158.9575113207845	0.33577184480200384	1.9640903028693273E-5	6.39402591115119E-11	0.3725237901600629	0.22333307701510774	0.2774969294871014	0.2158191078235973	0.2833508856741935
